variant,barrier_kind,monitoring,method,month,remaining_steps,train_states,train_paths_per_state,train_scenarios_used,validation_states,benchmark_paths_per_state,max_rel,p99_rel,p95_rel,mae,max_abs,median_noise_ratio,avg_train_stderr,avg_benchmark_stderr
double_out_discrete,double_out,discrete,bernstein,9,3,121,82645,10000045,31,500000,0.08300512412920498,0.0817485909552731,0.07860673006420071,0.018227200778274014,0.0549754530256763,2.576701397525532,0.02109063260435828,0.00855866308985194
double_out_continuous,double_out,continuous,pchip,9,3,121,82645,10000045,31,500000,0.08147919963121739,0.07960132070362373,0.07090502555370298,0.013676228548465797,0.04511154596215583,2.6465175280065734,0.014101813501785437,0.005763660699033479
double_out_continuous,double_out,continuous,akima,9,3,121,82645,10000045,31,500000,0.08132776436947353,0.07946809233804503,0.07087348514744338,0.013677311261488852,0.045132107882343675,2.630494682478587,0.014101813501785437,0.005763660699033479
double_out_continuous,double_out,continuous,chebyshev,9,3,121,82645,10000045,31,500000,0.4151977716153777,0.38883587782088785,0.30661419811906654,0.3134464929988341,1.447453011490465,18.88691194636921,0.014101813501785437,0.005763660699033479
double_out_continuous,double_out,continuous,bernstein,9,3,121,82645,10000045,31,500000,0.4159694069237918,0.38955178417947567,0.30732961886855864,0.3082803403116351,1.4395593659733592,18.44486230591505,0.014101813501785437,0.005763660699033479
double_out_discrete,double_out,discrete,pchip,12,0,121,82645,10000045,31,500000,4.765160491355549e-05,3.589660779183056e-05,4.82004161600826e-06,1.0349797659906763e-05,0.00017434415070383125,3.101927297073854e-13,0.0,0.0
double_out_discrete,double_out,discrete,akima,12,0,121,82645,10000045,31,500000,0.0004142330219822384,0.0003107485099891785,3.916665079627397e-05,7.667485373877739e-05,0.0015155649960161277,3.101927297073854e-13,0.0,0.0
double_out_discrete,double_out,discrete,chebyshev,12,0,121,82645,10000045,31,500000,6.9319214526739295,5.227478833199075,1.1251782562941586,6.323987639426961,46.81411404333786,623002694574.54,0.0,0.0
double_out_discrete,double_out,discrete,bernstein,12,0,121,82645,10000045,31,500000,6.7521891292234955,5.055718896468135,1.0485994672752799,4.5789675319262635,45.600307807256364,381899302114.11395,0.0,0.0
double_out_continuous,double_out,continuous,pchip,12,0,121,82645,10000045,31,500000,4.765160491355549e-05,3.589660779183056e-05,4.82004161600826e-06,1.0349797659906763e-05,0.00017434415070383125,3.101927297073854e-13,0.0,0.0
double_out_continuous,double_out,continuous,akima,12,0,121,82645,10000045,31,500000,0.0004142330219822384,0.0003107485099891785,3.916665079627397e-05,7.667485373877739e-05,0.0015155649960161277,3.101927297073854e-13,0.0,0.0
double_out_continuous,double_out,continuous,chebyshev,12,0,121,82645,10000045,31,500000,6.9319214526739295,5.227478833199075,1.1251782562941586,6.323987639426961,46.81411404333786,623002694574.54,0.0,0.0
double_out_continuous,double_out,continuous,bernstein,12,0,121,82645,10000045,31,500000,6.7521891292234955,5.055718896468135,1.0485994672752799,4.5789675319262635,45.600307807256364,381899302114.11395,0.0,0.0
