variant,month,validation_design,method,max_rel,p99_rel,meaningful_max_rel,mae
basket_return,9,independent,direct_hermite_5001,0.7407628217346816,0.7271693840341168,0.7407628217346816,0.2214573440119867
basket_return,9,independent,direct_local_5001,41.055226354352044,30.981857225707593,7.4773292588706095,0.49657221373015364
basket_return,9,independent,direct_nystrom_5001,7.305201365367983,5.730019853010951,2.054596324177889,0.3252651308201437
basket_return,9,independent,weighted_sparse_chebyshev_2001,0.6291818966007218,0.5002377174609369,0.19936796613477342,0.01830413204069982
basket_return,9,independent,weighted_sparse_chebyshev_5001,0.7883381122520969,0.6225347018635904,0.23566007762374303,0.017191854005672486
basket_return,9,independent,sparse_chebyshev_2001,0.07107786327868902,0.05823419578696577,0.07107786327868902,0.011702839116535456
basket_return,9,independent,residual_ensemble_5001,0.7154271440472043,0.6834410686693208,0.6088068927875928,0.10726477144714915
basket_return,9,independent,direct_ensemble_5001,6.715024847864591,4.972773863137595,0.9075215654412848,0.1975275709781293
basket_return,12,development,normal_moment_baseline,0.0,0.0,0.0,0.0
basket_return,12,development,residual_hermite_2001,0.0,0.0,0.0,0.0
basket_return,12,development,residual_hermite_5001,0.0,0.0,0.0,0.0
basket_return,12,development,residual_local_5001,0.0,0.0,0.0,0.0
basket_return,12,development,residual_nystrom_5001,0.0,0.0,0.0,0.0
basket_return,12,development,direct_hermite_2001,0.0,0.0,0.0,0.0
basket_return,12,development,direct_hermite_5001,0.0,0.0,0.0,0.0
basket_return,12,development,direct_local_5001,0.0,0.0,0.0,0.0
basket_return,12,development,direct_nystrom_5001,0.0,0.0,0.0,0.0
basket_return,12,development,weighted_sparse_chebyshev_2001,0.0,0.0,0.0,0.0
basket_return,12,development,weighted_sparse_chebyshev_5001,0.0,0.0,0.0,0.0
basket_return,12,development,sparse_chebyshev_2001,0.0,0.0,0.0,0.0
basket_return,12,development,residual_ensemble_5001,0.0,0.0,0.0,0.0
basket_return,12,development,direct_ensemble_5001,0.0,0.0,0.0,0.0
basket_return,12,independent,normal_moment_baseline,0.0,0.0,0.0,0.0
basket_return,12,independent,residual_hermite_2001,0.0,0.0,0.0,0.0
basket_return,12,independent,residual_hermite_5001,0.0,0.0,0.0,0.0
basket_return,12,independent,residual_local_5001,0.0,0.0,0.0,0.0
basket_return,12,independent,residual_nystrom_5001,0.0,0.0,0.0,0.0
basket_return,12,independent,direct_hermite_2001,0.0,0.0,0.0,0.0
basket_return,12,independent,direct_hermite_5001,0.0,0.0,0.0,0.0
basket_return,12,independent,direct_local_5001,0.0,0.0,0.0,0.0
basket_return,12,independent,direct_nystrom_5001,0.0,0.0,0.0,0.0
basket_return,12,independent,weighted_sparse_chebyshev_2001,0.0,0.0,0.0,0.0
basket_return,12,independent,weighted_sparse_chebyshev_5001,0.0,0.0,0.0,0.0
basket_return,12,independent,sparse_chebyshev_2001,0.0,0.0,0.0,0.0
basket_return,12,independent,residual_ensemble_5001,0.0,0.0,0.0,0.0
basket_return,12,independent,direct_ensemble_5001,0.0,0.0,0.0,0.0
average_clipped,0,development,normal_moment_baseline,0.12097414968821082,0.1194197533050429,0.12097414968821082,0.5560142149953512
average_clipped,0,development,residual_hermite_2001,0.007276105471720996,0.006900904614745713,0.007276105471720996,0.015354969173296509
average_clipped,0,development,residual_hermite_5001,0.004896794079141929,0.004706039692990127,0.004896794079141929,0.013930094761664543
average_clipped,0,development,residual_local_5001,0.021510848111167404,0.018935031564545537,0.021510848111167404,0.03868333330553259
average_clipped,0,development,residual_nystrom_5001,0.006605942838133029,0.005792629134915427,0.006605942838133029,0.016189389626767168
average_clipped,0,development,direct_hermite_2001,0.007070388216752297,0.006668611066489809,0.007070388216752297,0.01526942527686391
average_clipped,0,development,direct_hermite_5001,0.0048093998812235965,0.0046486171740924434,0.0048093998812235965,0.014117193905330243
average_clipped,0,development,direct_local_5001,0.01684109971658831,0.013878282225460264,0.01684109971658831,0.028504819913766105
average_clipped,0,development,direct_nystrom_5001,0.007245890839708138,0.006581002112223764,0.007245890839708138,0.0176109152061056
average_clipped,0,development,weighted_sparse_chebyshev_2001,0.011721593871216482,0.01007861604609316,0.011721593871216482,0.019695941617734927
average_clipped,0,development,weighted_sparse_chebyshev_5001,0.013346694865671646,0.010577215566934734,0.013346694865671646,0.016527497459125004
average_clipped,0,development,sparse_chebyshev_2001,0.01090600137693118,0.009455528675361622,0.01090600137693118,0.01931777139064564
