case_id,product,method,max_rel,p99_rel,p95_rel,mean_rel,meaningful_max_rel,mae,max_abs,overshoot_rate,max_scaled_overshoot
european_01_tau_0.85,european,adaptive_pspline,0.004170142344433334,0.004071277290319183,0.0037847321610100905,0.0011927081657055218,0.0035918060390178488,0.008189325518298136,0.025252111348073925,0.04738154613466334,1.2726248267764699e-05
european_01_tau_0.85,european,free_knot_spline,0.004139281616206001,0.004073530031238045,0.00377948967747781,0.0011917536937620797,0.0035780278429167946,0.008111826309724212,0.03836344402695602,0.05236907730673317,1.9007177176516486e-05
european_01_tau_0.85,european,loess,0.004155972276098325,0.004084181151985717,0.0037743540561241827,0.001193985681534838,0.003581587914938954,0.008370806380701284,0.025123575398982467,0.04239401496259352,8.00192585684434e-06
european_01_tau_0.85,european,matern_gp,0.004156966583680183,0.004085620744452425,0.0037759656991840124,0.0011934941355608876,0.0035831421648904543,0.008276433314557316,0.03763218126232459,0.017456359102244388,3.6863722255166964e-08
european_01_tau_0.85,european,chebyshev,0.004192010282885995,0.0041180773564925745,0.0037539986586462002,0.0011927589124447228,0.0035574663591669367,0.008179490720381748,0.0259163178748949,0.04987531172069826,1.4761353258710747e-05
european_01_tau_0.85,european,piecewise_chebyshev,0.0041157154198768605,0.004078620971859893,0.003819457419470877,0.001193176297224744,0.0036036389898442024,0.008180404155120327,0.026736663848829778,0.05236907730673317,1.0497580328816663e-05
european_01_tau_0.85,european,bernstein,0.004164380499931319,0.0041007830368320446,0.0037814954927648785,0.0011928787367736398,0.003581426720437741,0.008203232217503662,0.026449860840305206,0.04987531172069826,1.3127798270217426e-05
european_01_tau_0.85,european,floater_hormann,0.004160233045681034,0.004080832800644431,0.003774798967147424,0.001192645986517325,0.0035858718456808747,0.008189019242855216,0.025082685391204507,0.0,0.0
european_02_tau_0.15,european,linear,0.0022602600167673384,0.0021955877431027726,0.002019166346761239,0.0008634612900684387,0.0020576109427247647,0.008053981070605136,0.027190845187107016,0.0,0.0
european_02_tau_0.15,european,pchip,0.0018468260287482785,0.0018386695464985003,0.001757172682890546,0.0007214844091373606,0.0016982138990981634,0.0064378692356313084,0.024192259137954863,0.0,0.0
european_02_tau_0.15,european,akima,0.0018473270987908392,0.0018381725165595095,0.0017574703069765808,0.0007214735453167591,0.001698724850511796,0.006438474499816829,0.024192259137954863,0.0,0.0
european_02_tau_0.15,european,makima,0.0018479195566798571,0.001838522505566879,0.001756528646910587,0.0007214898242327651,0.0016970804997555166,0.006438108714548896,0.024192259137954863,0.0,0.0
european_02_tau_0.15,european,natural_cubic_interpolation,0.0018476117437755874,0.0018378802492799177,0.0017577120108953424,0.0007215149974831547,0.0016991588005517125,0.006444114555792104,0.024192258216455542,0.0,1.4784233808602262e-10
european_02_tau_0.15,european,bspline_regression,0.001854251383588297,0.0018413166020993235,0.0017188980726530855,0.0007214959541834659,0.0017046219103875697,0.006438475638003648,0.022664843343982,0.04738154613466334,3.4689086779178684e-05
european_02_tau_0.15,european,natural_cubic_regression,0.0017014066752122667,0.0016970191749990458,0.0016236093079641837,0.0007201648322559159,0.0017014066752122667,0.0069957420791096825,0.0681449618016785,0.057356608478802994,0.0002365592481434567
european_02_tau_0.15,european,cubic_smoothing_spline,0.0018476117437755874,0.0018378802492799177,0.0017577120108953424,0.0007215149974831547,0.0016991588005517125,0.006444114555792104,0.024192258216455542,0.0,1.4784233808602262e-10
european_02_tau_0.15,european,pspline,0.002000448282704105,0.0018858726281560188,0.0017370871981554612,0.0007221877607439049,0.0017845104531934261,0.006438277055050324,0.02300410156954058,0.06234413965087282,2.4402519019876706e-05
european_02_tau_0.15,european,adaptive_pspline,0.0020015357601032083,0.0018858989242197834,0.0017368711843383008,0.0007221893188847093,0.0017851467297692258,0.006438349032861978,0.023004777311331992,0.059850374064837904,2.4738394645690953e-05
european_02_tau_0.15,european,free_knot_spline,0.0018591559252764277,0.001844972142019522,0.0017188636779733222,0.0007228522260346684,0.0016956310630763091,0.006592054508935334,0.02525887290876483,0.05486284289276808,3.1224574725486865e-05
european_02_tau_0.15,european,loess,0.0018488654975021596,0.0018388239576132186,0.0017592437052996518,0.0007183279817764785,0.001700862382833598,0.006198632336571276,0.023495053783477715,0.04239401496259352,0.0001056077741487481
european_02_tau_0.15,european,matern_gp,0.001847615355052063,0.0018378840870543847,0.0017577230230531682,0.0007216323492776324,0.0016991687741365411,0.006466585716609819,0.024186556860875896,0.012468827930174564,9.162515306106902e-07
european_02_tau_0.15,european,chebyshev,0.0020796570141654812,0.0020631048740038147,0.0016904718851911537,0.0007232743683806642,0.0015958993013026666,0.006471609611458172,0.021381652203857016,0.05236907730673317,3.706013832767255e-05
european_02_tau_0.15,european,piecewise_chebyshev,0.0019839816991544445,0.00197599171043204,0.0018403753880231167,0.0007170665237781908,0.0018928955851800662,0.006435349261099528,0.0190843397822249,0.04738154613466334,3.739547364389086e-05
european_02_tau_0.15,european,bernstein,0.0020468692463906923,0.0020355536500556454,0.0018358605384147728,0.0007225672509772751,0.0016625143722577718,0.006472692416173079,0.021170340710597202,0.04987531172069826,3.6412645744098184e-05
european_02_tau_0.15,european,floater_hormann,0.0018780165249355576,0.0018459046092086438,0.0017553134024241507,0.0007214646029370278,0.0016961711985921638,0.00643295960158905,0.024192259137954863,0.0,0.0
european_02_tau_0.50,european,linear,0.0022653602309364177,0.00220382633882777,0.002059556576860044,0.0009725018927845791,0.002134473961392612,0.026171642847818682,0.08556990929145059,0.0,0.0
european_02_tau_0.50,european,pchip,0.0018483200140508116,0.0018445226214403275,0.001778140840292273,0.0008298209438225759,0.0017437229459224641,0.022955360247070195,0.07743260154347809,0.0,0.0
european_02_tau_0.50,european,akima,0.0018476748133057692,0.0018444280681783778,0.0017785816506391027,0.0008298163557342273,0.0017434219148345356,0.02295700441833989,0.07743260154347809,0.0,0.0
european_02_tau_0.50,european,makima,0.0018494810955390136,0.0018435073751676095,0.0017772257615129954,0.0008298262417210026,0.0017443280274141947,0.022955832085744737,0.07743260154347809,0.0,0.0
european_02_tau_0.50,european,natural_cubic_interpolation,0.0018477637877163514,0.0018441598343174788,0.0017789123159799311,0.0008298677639732455,0.0017432096930730995,0.022970370648581914,0.08045046975490777,0.0,1.457415651927204e-10
european_02_tau_0.50,european,bspline_regression,0.002174136363131901,0.0021295803073689383,0.0017628899356096908,0.0008297076790830512,0.0017838723061798965,0.022957001953162318,0.07746631670579518,0.05486284289276808,2.231374545757913e-05
european_02_tau_0.50,european,natural_cubic_regression,0.0019003740321292192,0.001815088861210647,0.0016657798565216516,0.0008264727685852854,0.0016964365345635824,0.02246867809310713,0.2121811917912737,0.04987531172069826,0.0001496210036421489
european_02_tau_0.50,european,cubic_smoothing_spline,0.0018477637877163514,0.0018441598343174788,0.0017789123159799311,0.0008298677639732455,0.0017432096930730995,0.022970370648581914,0.08045046975490777,0.0,1.457415651927204e-10
european_02_tau_0.50,european,pspline,0.00207648500550829,0.002046655516656796,0.0017004417380101521,0.0008288329834333132,0.0017015812321215726,0.022957424175942532,0.07714663952583578,0.04738154613466334,3.319562468844716e-05
european_02_tau_0.50,european,adaptive_pspline,0.0020755804001331484,0.002045804805690882,0.0017003371374875948,0.0008288293846121057,0.0017014365635572364,0.022957335118450523,0.07717952110590431,0.04987531172069826,3.349341038369892e-05
european_02_tau_0.50,european,free_knot_spline,0.0021623674709146173,0.0021221579048411186,0.0017557306060250225,0.0008305332103808134,0.0017885186027415774,0.023179214603304587,0.10432858763215336,0.05486284289276808,2.366943501241039e-05
european_02_tau_0.50,european,loess,0.00184821727130874,0.001845054966975926,0.0017803873304532798,0.0008272794217112782,0.0017448229996019648,0.022356922095604536,0.10507735747154356,0.0399002493765586,4.929532711864412e-05
european_02_tau_0.50,european,matern_gp,0.0018477546072991722,0.0018441559465652284,0.0017789155622866635,0.0008288180911093152,0.0017432205504048631,0.02268315920887702,0.09646345486953578,0.014962593516209476,9.005452587782876e-07
european_02_tau_0.50,european,chebyshev,0.0020507378641403573,0.0020369146267812475,0.0018233134130512172,0.0008261534238296292,0.001951008766644153,0.022731852658209296,0.10716269549112667,0.05236907730673317,3.3309064335804224e-05
european_02_tau_0.50,european,piecewise_chebyshev,0.0017468609787139062,0.001742348552310691,0.0016742017444318705,0.0008243456691255193,0.0017468609787139062,0.023056879922347596,0.08215188843934129,0.04488778054862843,0.00011572367417474976
