time,tau,method,detail,max_rel,p99_rel,mae,max_abs
0.2,0.8,log Chebyshev,"d1, degree=7",0.002265578995031861,0.0014556595803445688,0.012844558138041305,0.19899071159927928
0.4,0.6,log Chebyshev,"d1, degree=7",0.0018293479235571017,0.0018255723372303874,0.004373160330885301,0.06796094844122536
0.6,0.4,log Chebyshev,"d1, degree=7",0.0008889516941773881,0.000849773378272696,0.002879526847219807,0.013828162502040442
0.8,0.19999999999999996,log Chebyshev,"d1, degree=7",0.0037024870360207606,0.0036957613570438126,0.002398121448866777,0.010586402522211102
1.0,0.0,log Chebyshev,"d1, degree=7",0.0,0.0,0.0,0.0
