option_type,strike,vol,maturity,time,tau,method,detail,max_rel,p99_rel,mae,max_abs
call,100.000000,0.400000,1.000000,0.200000,0.800000,log Chebyshev,"d1, degree=7",0.0030127809,0.0028373653,0.0348665907,0.6159381383
call,100.000000,0.400000,1.000000,0.200000,0.800000,log polynomial,"spot, degree=9",0.0300668077,0.0269907835,0.6676697783,7.0933191359
call,100.000000,0.400000,1.000000,0.400000,0.600000,log B-spline,"d1, knots=12",0.0038707963,0.0038319003,0.0186029904,0.0976747402
call,100.000000,0.400000,1.000000,0.400000,0.600000,log Chebyshev,"d1, degree=7",0.0014425234,0.0014365979,0.0148272899,0.0618810271
call,100.000000,0.400000,1.000000,0.400000,0.600000,log polynomial,"spot, degree=9",0.0138184454,0.0118115754,0.2510656226,2.5946245608
call,100.000000,0.400000,1.000000,0.600000,0.400000,log B-spline,"d1, knots=12",0.0039612383,0.0039128610,0.0102648287,0.0875847999
call,100.000000,0.400000,1.000000,0.600000,0.400000,log Chebyshev,"d1, degree=7",0.0015050777,0.0015026419,0.0164666059,0.1998974939
call,100.000000,0.400000,1.000000,0.600000,0.400000,log polynomial,"spot, degree=9",0.0033778990,0.0033649533,0.0465722615,0.4335605007
call,100.000000,0.400000,1.000000,0.800000,0.200000,log B-spline,"d1, knots=12",0.0031208443,0.0030697124,0.0049033670,0.0500633575
call,100.000000,0.400000,1.000000,0.800000,0.200000,log Chebyshev,"d1, degree=7",0.0022007390,0.0020590921,0.0044294308,0.0162213432
call,100.000000,0.400000,1.000000,0.800000,0.200000,log polynomial,"spot, degree=9",0.0025591216,0.0024019681,0.0101440975,0.0611694411
call,100.000000,0.400000,2.000000,0.400000,1.600000,log B-spline,"d1, knots=12",0.0042173567,0.0041689404,0.0907590481,0.5830292089
call,100.000000,0.400000,2.000000,0.400000,1.600000,log Chebyshev,"d1, degree=7",0.0029991040,0.0029939733,0.0881947884,0.3523259614
call,100.000000,0.400000,2.000000,0.400000,1.600000,log polynomial,"spot, degree=9",0.1963861231,0.1915685407,6.9508796117,83.4768295310
call,100.000000,0.400000,2.000000,0.800000,1.200000,log B-spline,"d1, knots=12",0.0065220001,0.0064749421,0.0292266774,0.2987012366
call,100.000000,0.400000,2.000000,0.800000,1.200000,log Chebyshev,"d1, degree=7",0.0040040121,0.0039916387,0.0314770942,0.6689062663
call,100.000000,0.400000,2.000000,0.800000,1.200000,log polynomial,"spot, degree=9",0.0968396353,0.0942113375,2.7571510799,32.0621042962
call,100.000000,0.400000,2.000000,1.200000,0.800000,log B-spline,"d1, knots=12",0.0061075628,0.0060396234,0.0231960598,0.2553290606
call,100.000000,0.400000,2.000000,1.200000,0.800000,log Chebyshev,"d1, degree=7",0.0030493509,0.0030453352,0.0170755201,0.2262543748
call,100.000000,0.400000,2.000000,1.200000,0.800000,log polynomial,"spot, degree=9",0.0314419568,0.0252710954,0.6839611326,7.4177423817
call,100.000000,0.400000,2.000000,1.600000,0.400000,log B-spline,"d1, knots=12",0.0034905499,0.0034674151,0.0113368080,0.0923337910
call,100.000000,0.400000,2.000000,1.600000,0.400000,log Chebyshev,"d1, degree=7",0.0023315783,0.0023266997,0.0141838793,0.0925166163
call,100.000000,0.400000,2.000000,1.600000,0.400000,log polynomial,"spot, degree=9",0.0037943335,0.0028021995,0.0465532476,0.5509887122
call,120.000000,0.100000,0.500000,0.100000,0.400000,log B-spline,"d1, knots=12",0.0051350610,0.0048668331,0.0011045400,0.0058050030
call,120.000000,0.100000,0.500000,0.100000,0.400000,log Chebyshev,"d1, degree=7",0.0049001837,0.0046381194,0.0014339245,0.0054681802
call,120.000000,0.100000,0.500000,0.100000,0.400000,log polynomial,"spot, degree=9",0.0044394590,0.0041851930,0.0030765826,0.0408179373
call,120.000000,0.100000,0.500000,0.200000,0.300000,log B-spline,"d1, knots=12",0.0048046982,0.0047381047,0.0011610624,0.0045328292
call,120.000000,0.100000,0.500000,0.200000,0.300000,log Chebyshev,"d1, degree=7",0.0028208732,0.0026779147,0.0038074271,0.0478096213
call,120.000000,0.100000,0.500000,0.200000,0.300000,log polynomial,"spot, degree=9",0.0028311991,0.0028243502,0.0053818094,0.0543058582
call,120.000000,0.100000,0.500000,0.300000,0.200000,log B-spline,"d1, knots=12",0.0022242284,0.0022120986,0.0005002011,0.0028365749
call,120.000000,0.100000,0.500000,0.300000,0.200000,log Chebyshev,"d1, degree=7",0.0016585044,0.0016561602,0.0024634435,0.0268338695
call,120.000000,0.100000,0.500000,0.300000,0.200000,log polynomial,"spot, degree=9",0.0025289276,0.0025250974,0.0059361061,0.0246206107
call,120.000000,0.100000,0.500000,0.400000,0.100000,log B-spline,"d1, knots=12",0.0020722120,0.0020626178,0.0002896289,0.0011740397
call,120.000000,0.100000,0.500000,0.400000,0.100000,log Chebyshev,"d1, degree=7",0.0015358308,0.0015303944,0.0006928962,0.0074360537
call,120.000000,0.100000,0.500000,0.400000,0.100000,log polynomial,"spot, degree=9",0.0199089611,0.0140478526,0.0254530832,0.2953360266
call,120.000000,0.100000,1.000000,0.200000,0.800000,log B-spline,"d1, knots=12",0.0035089680,0.0033683146,0.0015058250,0.0039005658
call,120.000000,0.100000,1.000000,0.200000,0.800000,log Chebyshev,"d1, degree=7",0.0017975994,0.0016702881,0.0030220729,0.0191927158
call,120.000000,0.100000,1.000000,0.200000,0.800000,log polynomial,"spot, degree=9",0.0017452293,0.0016380423,0.0022118349,0.0109040337
call,120.000000,0.100000,1.000000,0.400000,0.600000,log B-spline,"d1, knots=12",0.0017407216,0.0017291485,0.0021816005,0.0088666336
call,120.000000,0.100000,1.000000,0.400000,0.600000,log Chebyshev,"d1, degree=7",0.0018053599,0.0016736077,0.0055288113,0.0693504608
call,120.000000,0.100000,1.000000,0.400000,0.600000,log polynomial,"spot, degree=9",0.0015811631,0.0015777820,0.0026457346,0.0236658216
call,120.000000,0.100000,1.000000,0.600000,0.400000,log B-spline,"d1, knots=12",0.0038572233,0.0038179655,0.0011644689,0.0051674187
call,120.000000,0.100000,1.000000,0.600000,0.400000,log Chebyshev,"d1, degree=7",0.0014929415,0.0014902719,0.0022115174,0.0227792296
call,120.000000,0.100000,1.000000,0.600000,0.400000,log polynomial,"spot, degree=9",0.0021416940,0.0018241172,0.0066296828,0.0661653184
call,120.000000,0.100000,1.000000,0.800000,0.200000,log B-spline,"d1, knots=12",0.0042259960,0.0041767294,0.0012774958,0.0063127730
call,120.000000,0.100000,1.000000,0.800000,0.200000,log Chebyshev,"d1, degree=7",0.0012430898,0.0011779559,0.0027029755,0.0251586632
call,120.000000,0.100000,1.000000,0.800000,0.200000,log polynomial,"spot, degree=9",0.0021957057,0.0021892202,0.0057919103,0.0238642974
call,120.000000,0.100000,2.000000,0.400000,1.600000,log B-spline,"d1, knots=12",0.0057209529,0.0056675504,0.0061410991,0.0355491706
call,120.000000,0.100000,2.000000,0.400000,1.600000,log Chebyshev,"d1, degree=7",0.0042991574,0.0042906080,0.0085931809,0.1005717768
call,120.000000,0.100000,2.000000,0.400000,1.600000,log polynomial,"spot, degree=9",0.0039535925,0.0039456717,0.0044035286,0.0139854854
call,120.000000,0.100000,2.000000,0.800000,1.200000,log B-spline,"d1, knots=12",0.0022408965,0.0022176251,0.0042053597,0.0222643509
call,120.000000,0.100000,2.000000,0.800000,1.200000,log Chebyshev,"d1, degree=7",0.0022910807,0.0022842842,0.0056082799,0.0545986100
call,120.000000,0.100000,2.000000,0.800000,1.200000,log polynomial,"spot, degree=9",0.0021514753,0.0021447716,0.0036131313,0.0164289637
call,120.000000,0.100000,2.000000,1.200000,0.800000,log B-spline,"d1, knots=12",0.0047541440,0.0046803792,0.0020820714,0.0079924242
call,120.000000,0.100000,2.000000,1.200000,0.800000,log Chebyshev,"d1, degree=7",0.0014086937,0.0013260548,0.0016697201,0.0100425229
call,120.000000,0.100000,2.000000,1.200000,0.800000,log polynomial,"spot, degree=9",0.0015909459,0.0015892758,0.0027641279,0.0189001223
call,120.000000,0.100000,2.000000,1.600000,0.400000,log B-spline,"d1, knots=12",0.0063216947,0.0062770211,0.0012459083,0.0047944101
call,120.000000,0.100000,2.000000,1.600000,0.400000,log Chebyshev,"d1, degree=7",0.0027869238,0.0027811267,0.0009402377,0.0080745659
call,120.000000,0.100000,2.000000,1.600000,0.400000,log polynomial,"spot, degree=9",0.0020218832,0.0018955931,0.0051946249,0.0574647937
call,120.000000,0.200000,0.500000,0.100000,0.400000,log B-spline,"d1, knots=12",0.0048081354,0.0047760990,0.0043661049,0.0158934023
call,120.000000,0.200000,0.500000,0.100000,0.400000,log Chebyshev,"d1, degree=7",0.0038050166,0.0037957711,0.0038432005,0.0245315637
call,120.000000,0.200000,0.500000,0.100000,0.400000,log polynomial,"spot, degree=9",0.0034601788,0.0034530946,0.0022232975,0.0177746683
call,120.000000,0.200000,0.500000,0.200000,0.300000,log B-spline,"d1, knots=12",0.0029228415,0.0028723933,0.0044585919,0.0209040309
call,120.000000,0.200000,0.500000,0.200000,0.300000,log Chebyshev,"d1, degree=7",0.0014616857,0.0014417813,0.0020934194,0.0290788825
call,120.000000,0.200000,0.500000,0.200000,0.300000,log polynomial,"spot, degree=9",0.0016555139,0.0015706188,0.0025903003,0.0339907470
call,120.000000,0.200000,0.500000,0.300000,0.200000,log B-spline,"d1, knots=12",0.0074570528,0.0073827255,0.0020163480,0.0094461840
call,120.000000,0.200000,0.500000,0.300000,0.200000,log Chebyshev,"d1, degree=7",0.0044356409,0.0044234135,0.0017141357,0.0061893855
call,120.000000,0.200000,0.500000,0.300000,0.200000,log polynomial,"spot, degree=9",0.0030854179,0.0030820557,0.0062682117,0.0610383638
call,120.000000,0.200000,0.500000,0.400000,0.100000,log B-spline,"d1, knots=12",0.0039205649,0.0038372550,0.0015502926,0.0057132219
call,120.000000,0.200000,0.500000,0.400000,0.100000,log Chebyshev,"d1, degree=7",0.0009226968,0.0009198053,0.0019359416,0.0238738920
call,120.000000,0.200000,0.500000,0.400000,0.100000,log polynomial,"spot, degree=9",0.0018980879,0.0012895057,0.0048586904,0.0595255911
call,120.000000,0.200000,1.000000,0.200000,0.800000,log B-spline,"d1, knots=12",0.0040596985,0.0040356167,0.0077854976,0.0421838877
call,120.000000,0.200000,1.000000,0.200000,0.800000,log Chebyshev,"d1, degree=7",0.0023788548,0.0023733253,0.0071553051,0.0341256855
call,120.000000,0.200000,1.000000,0.200000,0.800000,log polynomial,"spot, degree=9",0.0020841996,0.0020809048,0.0065331933,0.0322996300
call,120.000000,0.200000,1.000000,0.400000,0.600000,log B-spline,"d1, knots=12",0.0045570263,0.0044591389,0.0061729683,0.0282295459
call,120.000000,0.200000,1.000000,0.400000,0.600000,log Chebyshev,"d1, degree=7",0.0022104061,0.0020709530,0.0128805694,0.1282874874
call,120.000000,0.200000,1.000000,0.400000,0.600000,log polynomial,"spot, degree=9",0.0019503990,0.0018671751,0.0049751098,0.0203529836
call,120.000000,0.200000,1.000000,0.600000,0.400000,log B-spline,"d1, knots=12",0.0025761385,0.0025521062,0.0024985866,0.0096823230
call,120.000000,0.200000,1.000000,0.600000,0.400000,log Chebyshev,"d1, degree=7",0.0013252983,0.0013147336,0.0066690416,0.0756689999
call,120.000000,0.200000,1.000000,0.600000,0.400000,log polynomial,"spot, degree=9",0.0015502668,0.0014520946,0.0025431300,0.0138367850
call,120.000000,0.200000,1.000000,0.800000,0.200000,log B-spline,"d1, knots=12",0.0068520436,0.0067909775,0.0025084356,0.0144766236
call,120.000000,0.200000,1.000000,0.800000,0.200000,log Chebyshev,"d1, degree=7",0.0042978558,0.0042862291,0.0019039012,0.0075835440
call,120.000000,0.200000,1.000000,0.800000,0.200000,log polynomial,"spot, degree=9",0.0029158474,0.0029130447,0.0047607941,0.0409683196
call,120.000000,0.200000,2.000000,0.400000,1.600000,log B-spline,"d1, knots=12",0.0056772739,0.0054691457,0.0132215692,0.0825269295
call,120.000000,0.200000,2.000000,0.400000,1.600000,log Chebyshev,"d1, degree=7",0.0019456757,0.0018294912,0.0232337589,0.2178070533
call,120.000000,0.200000,2.000000,0.400000,1.600000,log polynomial,"spot, degree=9",0.0038785940,0.0036861541,0.0555080685,0.6365098114
call,120.000000,0.200000,2.000000,0.800000,1.200000,log B-spline,"d1, knots=12",0.0026899079,0.0026759568,0.0078676999,0.0656115047
call,120.000000,0.200000,2.000000,0.800000,1.200000,log Chebyshev,"d1, degree=7",0.0017008161,0.0016980134,0.0073216258,0.0527915536
call,120.000000,0.200000,2.000000,0.800000,1.200000,log polynomial,"spot, degree=9",0.0017240853,0.0017178568,0.0236302358,0.2139573863
call,120.000000,0.200000,2.000000,1.200000,0.800000,log B-spline,"d1, knots=12",0.0063023944,0.0062541973,0.0044589992,0.0356604933
call,120.000000,0.200000,2.000000,1.200000,0.800000,log Chebyshev,"d1, degree=7",0.0035173163,0.0035094588,0.0071225383,0.0416086014
call,120.000000,0.200000,2.000000,1.200000,0.800000,log polynomial,"spot, degree=9",0.0035286236,0.0035223265,0.0042560619,0.0229527687
call,120.000000,0.200000,2.000000,1.600000,0.400000,log B-spline,"d1, knots=12",0.0029607284,0.0028981494,0.0026402399,0.0193451642
call,120.000000,0.200000,2.000000,1.600000,0.400000,log Chebyshev,"d1, degree=7",0.0012578649,0.0012520886,0.0033864797,0.0235031335
call,120.000000,0.200000,2.000000,1.600000,0.400000,log polynomial,"spot, degree=9",0.0007677366,0.0007663564,0.0042732534,0.0276777989
call,120.000000,0.400000,0.500000,0.100000,0.400000,log B-spline,"d1, knots=12",0.0051003674,0.0050314813,0.0180284454,0.1126353155
call,120.000000,0.400000,0.500000,0.100000,0.400000,log Chebyshev,"d1, degree=7",0.0034473365,0.0034384214,0.0163727340,0.0643952564
call,120.000000,0.400000,0.500000,0.100000,0.400000,log polynomial,"spot, degree=9",0.0034922448,0.0029402366,0.0590711314,0.5820471245
call,120.000000,0.400000,0.500000,0.200000,0.300000,log B-spline,"d1, knots=12",0.0073462469,0.0072262507,0.0065009762,0.0260273494
call,120.000000,0.400000,0.500000,0.200000,0.300000,log Chebyshev,"d1, degree=7",0.0031104687,0.0031029041,0.0223527443,0.3153318201
call,120.000000,0.400000,0.500000,0.200000,0.300000,log polynomial,"spot, degree=9",0.0031195591,0.0031118949,0.0071054250,0.0396827098
call,120.000000,0.400000,0.500000,0.300000,0.200000,log B-spline,"d1, knots=12",0.0049812385,0.0049353003,0.0044979529,0.0414436119
call,120.000000,0.400000,0.500000,0.300000,0.200000,log Chebyshev,"d1, degree=7",0.0025081636,0.0025057279,0.0050864487,0.0230179992
call,120.000000,0.400000,0.500000,0.300000,0.200000,log polynomial,"spot, degree=9",0.0028491787,0.0028462429,0.0058968795,0.0341657576
call,120.000000,0.400000,0.500000,0.400000,0.100000,log B-spline,"d1, knots=12",0.0038173615,0.0037683266,0.0033194665,0.0272835385
call,120.000000,0.400000,0.500000,0.400000,0.100000,log Chebyshev,"d1, degree=7",0.0015020086,0.0014979331,0.0031494109,0.0183670156
call,120.000000,0.400000,0.500000,0.400000,0.100000,log polynomial,"spot, degree=9",0.0013398373,0.0013362735,0.0072225699,0.0897636902
call,120.000000,0.400000,1.000000,0.200000,0.800000,log B-spline,"d1, knots=12",0.0051808192,0.0050817460,0.0416511279,0.3532138902
call,120.000000,0.400000,1.000000,0.200000,0.800000,log Chebyshev,"d1, degree=7",0.0016892816,0.0016018860,0.0393907625,0.4963870197
call,120.000000,0.400000,1.000000,0.200000,0.800000,log polynomial,"spot, degree=9",0.0322848868,0.0258456314,0.8396731255,9.1399262991
call,120.000000,0.400000,1.000000,0.400000,0.600000,log B-spline,"d1, knots=12",0.0043812778,0.0043571569,0.0144839526,0.0596984851
call,120.000000,0.400000,1.000000,0.400000,0.600000,log Chebyshev,"d1, degree=7",0.0028638957,0.0028561217,0.0103883184,0.1064127273
call,120.000000,0.400000,1.000000,0.400000,0.600000,log polynomial,"spot, degree=9",0.0128446092,0.0110167471,0.2781197567,2.8941262841
call,120.000000,0.400000,1.000000,0.600000,0.400000,log B-spline,"d1, knots=12",0.0072407002,0.0070925964,0.0100113043,0.0445579269
call,120.000000,0.400000,1.000000,0.600000,0.400000,log Chebyshev,"d1, degree=7",0.0061822806,0.0057954316,0.0072500467,0.0357461894
call,120.000000,0.400000,1.000000,0.600000,0.400000,log polynomial,"spot, degree=9",0.0064021525,0.0063856230,0.0851396797,0.9358651542
call,120.000000,0.400000,1.000000,0.800000,0.200000,log B-spline,"d1, knots=12",0.0063223392,0.0059274708,0.0068275235,0.0317738293
call,120.000000,0.400000,1.000000,0.800000,0.200000,log Chebyshev,"d1, degree=7",0.0045065670,0.0042142226,0.0241491272,0.2710780624
call,120.000000,0.400000,1.000000,0.800000,0.200000,log polynomial,"spot, degree=9",0.0046305706,0.0043263497,0.0192744961,0.1532298759
call,120.000000,0.400000,2.000000,0.400000,1.600000,log B-spline,"d1, knots=12",0.0081397317,0.0080122362,0.1073930356,0.6105163566
call,120.000000,0.400000,2.000000,0.400000,1.600000,log Chebyshev,"d1, degree=7",0.0044760811,0.0044624470,0.0667368418,0.3556288982
call,120.000000,0.400000,2.000000,0.400000,1.600000,log polynomial,"spot, degree=9",0.1954869677,0.1939728648,8.2938547742,99.7135562122
call,120.000000,0.400000,2.000000,0.800000,1.200000,log B-spline,"d1, knots=12",0.0058140090,0.0057553012,0.0511148477,0.4196028244
call,120.000000,0.400000,2.000000,0.800000,1.200000,log Chebyshev,"d1, degree=7",0.0027257413,0.0025491518,0.0425954855,0.6959129349
call,120.000000,0.400000,2.000000,0.800000,1.200000,log polynomial,"spot, degree=9",0.0982718571,0.0924611667,3.3583729837,39.0435489207
call,120.000000,0.400000,2.000000,1.200000,0.800000,log B-spline,"d1, knots=12",0.0049784393,0.0049205872,0.0233314438,0.1162167408
call,120.000000,0.400000,2.000000,1.200000,0.800000,log Chebyshev,"d1, degree=7",0.0029503090,0.0021891734,0.0601710014,0.8669336762
call,120.000000,0.400000,2.000000,1.200000,0.800000,log polynomial,"spot, degree=9",0.0318155041,0.0252385618,0.8220548195,9.0070429601
call,120.000000,0.400000,2.000000,1.600000,0.400000,log B-spline,"d1, knots=12",0.0058562531,0.0057642402,0.0140547465,0.0661870259
call,120.000000,0.400000,2.000000,1.600000,0.400000,log Chebyshev,"d1, degree=7",0.0051306023,0.0048441111,0.0100305180,0.0590671148
call,120.000000,0.400000,2.000000,1.600000,0.400000,log polynomial,"spot, degree=9",0.0059336813,0.0059138940,0.0649490156,0.7117400799
put,80.000000,0.100000,0.500000,0.100000,0.400000,log B-spline,"d1, knots=12",0.0040959575,0.0040535406,0.0006235317,0.0032889935
put,80.000000,0.100000,0.500000,0.100000,0.400000,log Chebyshev,"d1, degree=7",0.0024030645,0.0023958336,0.0006611141,0.0041822650
put,80.000000,0.100000,0.500000,0.100000,0.400000,log polynomial,"spot, degree=9",0.0115803313,0.0079227252,0.0171783675,0.1917656303
put,80.000000,0.100000,0.500000,0.200000,0.300000,log B-spline,"d1, knots=12",0.0055347528,0.0055025960,0.0009059127,0.0045062348
put,80.000000,0.100000,0.500000,0.200000,0.300000,log Chebyshev,"d1, degree=7",0.0034915403,0.0034854250,0.0019736659,0.0172064041
put,80.000000,0.100000,0.500000,0.200000,0.300000,log polynomial,"spot, degree=9",0.0154652208,0.0107574285,0.0196675854,0.2261062340
put,80.000000,0.100000,0.500000,0.300000,0.200000,log B-spline,"d1, knots=12",0.0050464681,0.0047072551,0.0007663022,0.0035679296
put,80.000000,0.100000,0.500000,0.300000,0.200000,log Chebyshev,"d1, degree=7",0.0023050295,0.0021920042,0.0008363059,0.0031260336
put,80.000000,0.100000,0.500000,0.300000,0.200000,log polynomial,"spot, degree=9",0.0162531702,0.0109066704,0.0196872053,0.1983387922
put,80.000000,0.100000,0.500000,0.400000,0.100000,log B-spline,"d1, knots=12",0.0032083057,0.0031286004,0.0002756220,0.0010622588
put,80.000000,0.100000,0.500000,0.400000,0.100000,log Chebyshev,"d1, degree=7",0.0021606969,0.0021261608,0.0011986684,0.0105194623
put,80.000000,0.100000,0.500000,0.400000,0.100000,log polynomial,"spot, degree=9",0.0189778783,0.0184180246,0.0231881719,0.1062359814
put,80.000000,0.100000,1.000000,0.200000,0.800000,log B-spline,"d1, knots=12",0.0023448844,0.0023042785,0.0012526678,0.0056280488
put,80.000000,0.100000,1.000000,0.200000,0.800000,log Chebyshev,"d1, degree=7",0.0015636236,0.0014896276,0.0013856621,0.0096762712
put,80.000000,0.100000,1.000000,0.200000,0.800000,log polynomial,"spot, degree=9",0.0047356405,0.0031447251,0.0105398802,0.1040428199
put,80.000000,0.100000,1.000000,0.400000,0.600000,log B-spline,"d1, knots=12",0.0031644859,0.0030986767,0.0006781934,0.0034169280
put,80.000000,0.100000,1.000000,0.400000,0.600000,log Chebyshev,"d1, degree=7",0.0019036611,0.0013538870,0.0037692634,0.0373235031
put,80.000000,0.100000,1.000000,0.400000,0.600000,log polynomial,"spot, degree=9",0.0077610250,0.0052038393,0.0142930170,0.1521639747
put,80.000000,0.100000,1.000000,0.600000,0.400000,log B-spline,"d1, knots=12",0.0059858072,0.0057617866,0.0010418078,0.0052186958
put,80.000000,0.100000,1.000000,0.600000,0.400000,log Chebyshev,"d1, degree=7",0.0006866478,0.0003958765,0.0011030104,0.0113706114
put,80.000000,0.100000,1.000000,0.600000,0.400000,log polynomial,"spot, degree=9",0.0114026334,0.0077532141,0.0171103583,0.1888230254
put,80.000000,0.100000,1.000000,0.800000,0.200000,log B-spline,"d1, knots=12",0.0038061038,0.0037503061,0.0006775425,0.0031854635
put,80.000000,0.100000,1.000000,0.800000,0.200000,log Chebyshev,"d1, degree=7",0.0015902678,0.0015858273,0.0005145837,0.0020584252
put,80.000000,0.100000,1.000000,0.800000,0.200000,log polynomial,"spot, degree=9",0.0153229725,0.0101695395,0.0190386600,0.1869875110
put,80.000000,0.100000,2.000000,0.400000,1.600000,log B-spline,"d1, knots=12",0.0055940577,0.0055237965,0.0013791639,0.0074122600
put,80.000000,0.100000,2.000000,0.400000,1.600000,log Chebyshev,"d1, degree=7",0.0049605728,0.0049503732,0.0035791388,0.0332544045
put,80.000000,0.100000,2.000000,0.400000,1.600000,log polynomial,"spot, degree=9",0.0054787505,0.0054602733,0.0035158370,0.0273189884
put,80.000000,0.100000,2.000000,0.800000,1.200000,log B-spline,"d1, knots=12",0.0021143737,0.0020882507,0.0008520474,0.0032826059
put,80.000000,0.100000,2.000000,0.800000,1.200000,log Chebyshev,"d1, degree=7",0.0009593473,0.0009548049,0.0007797830,0.0064056891
put,80.000000,0.100000,2.000000,0.800000,1.200000,log polynomial,"spot, degree=9",0.0015250268,0.0010755827,0.0044927578,0.0389045221
put,80.000000,0.100000,2.000000,1.200000,0.800000,log B-spline,"d1, knots=12",0.0016328363,0.0016302143,0.0007661781,0.0023298820
put,80.000000,0.100000,2.000000,1.200000,0.800000,log Chebyshev,"d1, degree=7",0.0018295089,0.0017476455,0.0013498819,0.0096158430
put,80.000000,0.100000,2.000000,1.200000,0.800000,log polynomial,"spot, degree=9",0.0048886933,0.0033368919,0.0101215433,0.1074054172
put,80.000000,0.100000,2.000000,1.600000,0.400000,log B-spline,"d1, knots=12",0.0080564934,0.0080163452,0.0007446187,0.0030132508
put,80.000000,0.100000,2.000000,1.600000,0.400000,log Chebyshev,"d1, degree=7",0.0045356564,0.0045234975,0.0053327753,0.0568249666
put,80.000000,0.100000,2.000000,1.600000,0.400000,log polynomial,"spot, degree=9",0.0107540670,0.0072884673,0.0160634052,0.1780830265
put,80.000000,0.200000,0.500000,0.100000,0.400000,log B-spline,"d1, knots=12",0.0074336626,0.0073484040,0.0015732628,0.0076130224
put,80.000000,0.200000,0.500000,0.100000,0.400000,log Chebyshev,"d1, degree=7",0.0029001444,0.0028893123,0.0031750207,0.0207298934
put,80.000000,0.200000,0.500000,0.100000,0.400000,log polynomial,"spot, degree=9",0.0029402649,0.0029302874,0.0017546822,0.0050679915
put,80.000000,0.200000,0.500000,0.200000,0.300000,log B-spline,"d1, knots=12",0.0023964785,0.0023929843,0.0008783660,0.0031966083
put,80.000000,0.200000,0.500000,0.200000,0.300000,log Chebyshev,"d1, degree=7",0.0027237376,0.0027182566,0.0037036403,0.0391268854
put,80.000000,0.200000,0.500000,0.200000,0.300000,log polynomial,"spot, degree=9",0.0029526440,0.0029469288,0.0068119315,0.0574038831
put,80.000000,0.200000,0.500000,0.300000,0.200000,log B-spline,"d1, knots=12",0.0016967862,0.0016905474,0.0004792868,0.0040795406
put,80.000000,0.200000,0.500000,0.300000,0.200000,log Chebyshev,"d1, degree=7",0.0011686862,0.0008706105,0.0024866991,0.0264581900
put,80.000000,0.200000,0.500000,0.300000,0.200000,log polynomial,"spot, degree=9",0.0049891555,0.0033403689,0.0115077411,0.1129507888
put,80.000000,0.200000,0.500000,0.400000,0.100000,log B-spline,"d1, knots=12",0.0068087782,0.0065626538,0.0006871829,0.0032728819
put,80.000000,0.200000,0.500000,0.400000,0.100000,log Chebyshev,"d1, degree=7",0.0062493050,0.0058863089,0.0015883026,0.0141909008
put,80.000000,0.200000,0.500000,0.400000,0.100000,log polynomial,"spot, degree=9",0.0109593600,0.0075515664,0.0160175373,0.1842253532
put,80.000000,0.200000,1.000000,0.200000,0.800000,log B-spline,"d1, knots=12",0.0038974180,0.0038211928,0.0022987146,0.0088931221
put,80.000000,0.200000,1.000000,0.200000,0.800000,log Chebyshev,"d1, degree=7",0.0011729237,0.0011696297,0.0030686581,0.0249614338
put,80.000000,0.200000,1.000000,0.200000,0.800000,log polynomial,"spot, degree=9",0.0010822433,0.0010794475,0.0022339045,0.0075986654
put,80.000000,0.200000,1.000000,0.400000,0.600000,log B-spline,"d1, knots=12",0.0052433495,0.0051700391,0.0031170324,0.0131047796
put,80.000000,0.200000,1.000000,0.400000,0.600000,log Chebyshev,"d1, degree=7",0.0031949478,0.0031871897,0.0026899352,0.0279750026
put,80.000000,0.200000,1.000000,0.400000,0.600000,log polynomial,"spot, degree=9",0.0027384649,0.0027340234,0.0009257035,0.0025217804
put,80.000000,0.200000,1.000000,0.600000,0.400000,log B-spline,"d1, knots=12",0.0052530816,0.0052192529,0.0024625214,0.0117445508
put,80.000000,0.200000,1.000000,0.600000,0.400000,log Chebyshev,"d1, degree=7",0.0030376543,0.0028904454,0.0050053415,0.0487950311
put,80.000000,0.200000,1.000000,0.600000,0.400000,log polynomial,"spot, degree=9",0.0027154533,0.0025504732,0.0038166585,0.0137799050
put,80.000000,0.200000,1.000000,0.800000,0.200000,log B-spline,"d1, knots=12",0.0034870782,0.0033447373,0.0008925924,0.0030347175
put,80.000000,0.200000,1.000000,0.800000,0.200000,log Chebyshev,"d1, degree=7",0.0017795006,0.0017101355,0.0023208663,0.0202520258
put,80.000000,0.200000,1.000000,0.800000,0.200000,log polynomial,"spot, degree=9",0.0048387127,0.0032148899,0.0113084458,0.1095448743
put,80.000000,0.200000,2.000000,0.400000,1.600000,log B-spline,"d1, knots=12",0.0030771172,0.0030450432,0.0025474494,0.0105170955
put,80.000000,0.200000,2.000000,0.400000,1.600000,log Chebyshev,"d1, degree=7",0.0018467191,0.0015030738,0.0097450406,0.0848271580
put,80.000000,0.200000,2.000000,0.400000,1.600000,log polynomial,"spot, degree=9",0.0016826426,0.0016123529,0.0019791726,0.0114262146
put,80.000000,0.200000,2.000000,0.800000,1.200000,log B-spline,"d1, knots=12",0.0061704901,0.0060003726,0.0016734977,0.0067026682
put,80.000000,0.200000,2.000000,0.800000,1.200000,log Chebyshev,"d1, degree=7",0.0015739137,0.0015707549,0.0050603134,0.0388992892
put,80.000000,0.200000,2.000000,0.800000,1.200000,log polynomial,"spot, degree=9",0.0047514132,0.0044774435,0.0012504326,0.0037638695
