option_type,strike,vol,maturity,time,tau,method,detail,max_rel,p99_rel,mae,max_abs
put,80.000000,0.200000,2.000000,1.200000,0.800000,log B-spline,"d1, knots=12",0.0045494180,0.0044668122,0.0019760182,0.0060166249
put,80.000000,0.200000,2.000000,1.200000,0.800000,log Chebyshev,"d1, degree=7",0.0015873134,0.0015848211,0.0018244138,0.0117996377
put,80.000000,0.200000,2.000000,1.200000,0.800000,log polynomial,"spot, degree=9",0.0023317934,0.0023099295,0.0047582347,0.0277815558
put,80.000000,0.200000,2.000000,1.600000,0.400000,log B-spline,"d1, knots=12",0.0054039278,0.0051063782,0.0012853625,0.0050936674
put,80.000000,0.200000,2.000000,1.600000,0.400000,log Chebyshev,"d1, degree=7",0.0027766539,0.0026255962,0.0007854180,0.0037270350
put,80.000000,0.200000,2.000000,1.600000,0.400000,log polynomial,"spot, degree=9",0.0028053952,0.0026514055,0.0023283173,0.0141337160
put,80.000000,0.400000,0.500000,0.100000,0.400000,log B-spline,"d1, knots=12",0.0103962842,0.0101574531,0.0039194015,0.0117446395
put,80.000000,0.400000,0.500000,0.100000,0.400000,log Chebyshev,"d1, degree=7",0.0033616233,0.0033452130,0.0067915655,0.0553925251
put,80.000000,0.400000,0.500000,0.100000,0.400000,log polynomial,"spot, degree=9",0.0077893644,0.0073966218,0.0114059127,0.0991573468
put,80.000000,0.400000,0.500000,0.200000,0.300000,log B-spline,"d1, knots=12",0.0121843842,0.0116999927,0.0031626150,0.0145948061
put,80.000000,0.400000,0.500000,0.200000,0.300000,log Chebyshev,"d1, degree=7",0.0073683646,0.0071104798,0.0105565189,0.0702364701
put,80.000000,0.400000,0.500000,0.200000,0.300000,log polynomial,"spot, degree=9",0.0102197782,0.0097674733,0.0023876152,0.0201161236
put,80.000000,0.400000,0.500000,0.300000,0.200000,log B-spline,"d1, knots=12",0.0092913832,0.0085960039,0.0020803235,0.0082691651
put,80.000000,0.400000,0.500000,0.300000,0.200000,log Chebyshev,"d1, degree=7",0.0048543768,0.0048441984,0.0047311013,0.0402462795
put,80.000000,0.400000,0.500000,0.300000,0.200000,log polynomial,"spot, degree=9",0.0070121296,0.0069083088,0.0041856032,0.0314664924
put,80.000000,0.400000,0.500000,0.400000,0.100000,log B-spline,"d1, knots=12",0.0042907533,0.0042526416,0.0018387434,0.0079015856
put,80.000000,0.400000,0.500000,0.400000,0.100000,log Chebyshev,"d1, degree=7",0.0028608635,0.0028490350,0.0026977092,0.0257302399
put,80.000000,0.400000,0.500000,0.400000,0.100000,log polynomial,"spot, degree=9",0.0032339042,0.0032161698,0.0032426838,0.0258911557
put,80.000000,0.400000,1.000000,0.200000,0.800000,log B-spline,"d1, knots=12",0.0035553357,0.0034656897,0.0036458605,0.0161734801
put,80.000000,0.400000,1.000000,0.200000,0.800000,log Chebyshev,"d1, degree=7",0.0014805340,0.0014143896,0.0052832580,0.0451526508
put,80.000000,0.400000,1.000000,0.200000,0.800000,log polynomial,"spot, degree=9",0.0043542336,0.0039949880,0.0041546168,0.0132530274
put,80.000000,0.400000,1.000000,0.400000,0.600000,log B-spline,"d1, knots=12",0.0061325554,0.0059804315,0.0052438669,0.0213834140
put,80.000000,0.400000,1.000000,0.400000,0.600000,log Chebyshev,"d1, degree=7",0.0016168647,0.0016026378,0.0115843137,0.0857109878
put,80.000000,0.400000,1.000000,0.400000,0.600000,log polynomial,"spot, degree=9",0.0063443321,0.0062142859,0.0078621882,0.0712524751
put,80.000000,0.400000,1.000000,0.600000,0.400000,log B-spline,"d1, knots=12",0.0060524975,0.0059541717,0.0030717075,0.0197650132
put,80.000000,0.400000,1.000000,0.600000,0.400000,log Chebyshev,"d1, degree=7",0.0019218596,0.0019187821,0.0020922627,0.0063277615
put,80.000000,0.400000,1.000000,0.600000,0.400000,log polynomial,"spot, degree=9",0.0034136239,0.0033966043,0.0046068814,0.0297410266
put,80.000000,0.400000,1.000000,0.800000,0.200000,log B-spline,"d1, knots=12",0.0076068172,0.0071513980,0.0011176861,0.0039779092
put,80.000000,0.400000,1.000000,0.800000,0.200000,log Chebyshev,"d1, degree=7",0.0031019896,0.0028957429,0.0049207966,0.0458938582
put,80.000000,0.400000,1.000000,0.800000,0.200000,log polynomial,"spot, degree=9",0.0056475219,0.0055462046,0.0016626609,0.0062933085
put,80.000000,0.400000,2.000000,0.400000,1.600000,log B-spline,"d1, knots=12",0.0154721091,0.0115565762,0.0071888036,0.0370279319
put,80.000000,0.400000,2.000000,0.400000,1.600000,log Chebyshev,"d1, degree=7",0.0063206548,0.0050305747,0.0238732886,0.1760643595
put,80.000000,0.400000,2.000000,0.400000,1.600000,log polynomial,"spot, degree=9",0.0149090064,0.0141973545,0.0235059794,0.1645537558
put,80.000000,0.400000,2.000000,0.800000,1.200000,log B-spline,"d1, knots=12",0.0043616205,0.0043436237,0.0025864590,0.0116485302
put,80.000000,0.400000,2.000000,0.800000,1.200000,log Chebyshev,"d1, degree=7",0.0041115015,0.0041042491,0.0078828473,0.0515297130
put,80.000000,0.400000,2.000000,0.800000,1.200000,log polynomial,"spot, degree=9",0.0045391468,0.0045221739,0.0106881945,0.0602750626
put,80.000000,0.400000,2.000000,1.200000,0.800000,log B-spline,"d1, knots=12",0.0034559233,0.0034209084,0.0045508456,0.0176131165
put,80.000000,0.400000,2.000000,1.200000,0.800000,log Chebyshev,"d1, degree=7",0.0024775224,0.0024664956,0.0069980744,0.0399894028
put,80.000000,0.400000,2.000000,1.200000,0.800000,log polynomial,"spot, degree=9",0.0037043744,0.0031306990,0.0052707690,0.0205117746
put,80.000000,0.400000,2.000000,1.600000,0.400000,log B-spline,"d1, knots=12",0.0072910991,0.0071304561,0.0027663794,0.0202462509
put,80.000000,0.400000,2.000000,1.600000,0.400000,log Chebyshev,"d1, degree=7",0.0009127606,0.0009086615,0.0039912399,0.0391663021
put,80.000000,0.400000,2.000000,1.600000,0.400000,log polynomial,"spot, degree=9",0.0052390991,0.0051368900,0.0036774969,0.0195816519
put,100.000000,0.100000,0.500000,0.100000,0.400000,log B-spline,"d1, knots=12",0.0044317040,0.0041673359,0.0007265882,0.0029943827
put,100.000000,0.100000,0.500000,0.100000,0.400000,log Chebyshev,"d1, degree=7",0.0021905663,0.0020757041,0.0037301583,0.0395230575
put,100.000000,0.100000,0.500000,0.100000,0.400000,log polynomial,"spot, degree=9",0.0090594750,0.0060361519,0.0179236941,0.1875265805
put,100.000000,0.100000,0.500000,0.200000,0.300000,log B-spline,"d1, knots=12",0.0057206761,0.0054516082,0.0007137216,0.0037222076
put,100.000000,0.100000,0.500000,0.200000,0.300000,log Chebyshev,"d1, degree=7",0.0015694026,0.0009411515,0.0028184841,0.0286814297
put,100.000000,0.100000,0.500000,0.200000,0.300000,log polynomial,"spot, degree=9",0.0099849351,0.0066741107,0.0170112930,0.1824784871
put,100.000000,0.100000,0.500000,0.300000,0.200000,log B-spline,"d1, knots=12",0.0035489139,0.0034950717,0.0009014888,0.0045256912
put,100.000000,0.100000,0.500000,0.300000,0.200000,log Chebyshev,"d1, degree=7",0.0016328824,0.0016273200,0.0008931672,0.0042125228
put,100.000000,0.100000,0.500000,0.300000,0.200000,log polynomial,"spot, degree=9",0.0127355630,0.0085539953,0.0185632130,0.1942664217
put,100.000000,0.100000,0.500000,0.400000,0.100000,log B-spline,"d1, knots=12",0.0016196204,0.0016103117,0.0007760772,0.0045797795
put,100.000000,0.100000,0.500000,0.400000,0.100000,log Chebyshev,"d1, degree=7",0.0014535099,0.0014429627,0.0009400626,0.0065277387
put,100.000000,0.100000,0.500000,0.400000,0.100000,log polynomial,"spot, degree=9",0.0145531915,0.0140084447,0.0186224732,0.0696418388
put,100.000000,0.100000,1.000000,0.200000,0.800000,log B-spline,"d1, knots=12",0.0023386406,0.0023170460,0.0011078880,0.0043017758
put,100.000000,0.100000,1.000000,0.200000,0.800000,log Chebyshev,"d1, degree=7",0.0007340467,0.0006281865,0.0025367510,0.0201589132
put,100.000000,0.100000,1.000000,0.200000,0.800000,log polynomial,"spot, degree=9",0.0030121663,0.0020055042,0.0085096517,0.0827222510
put,100.000000,0.100000,1.000000,0.400000,0.600000,log B-spline,"d1, knots=12",0.0031278751,0.0031144180,0.0008005391,0.0030692153
put,100.000000,0.100000,1.000000,0.400000,0.600000,log Chebyshev,"d1, degree=7",0.0022551538,0.0022514051,0.0022315448,0.0193478120
put,100.000000,0.100000,1.000000,0.400000,0.600000,log polynomial,"spot, degree=9",0.0050471864,0.0033914050,0.0119352409,0.1236949912
put,100.000000,0.100000,1.000000,0.600000,0.400000,log B-spline,"d1, knots=12",0.0036309118,0.0035633148,0.0004693004,0.0020319038
put,100.000000,0.100000,1.000000,0.600000,0.400000,log Chebyshev,"d1, degree=7",0.0011891822,0.0011865536,0.0010373068,0.0037225200
put,100.000000,0.100000,1.000000,0.600000,0.400000,log polynomial,"spot, degree=9",0.0080654820,0.0053801559,0.0153573950,0.1669514242
put,100.000000,0.100000,1.000000,0.800000,0.200000,log B-spline,"d1, knots=12",0.0054281052,0.0053633837,0.0006148090,0.0026718303
put,100.000000,0.100000,1.000000,0.800000,0.200000,log Chebyshev,"d1, degree=7",0.0020053950,0.0020002832,0.0018659514,0.0168477691
put,100.000000,0.100000,1.000000,0.800000,0.200000,log polynomial,"spot, degree=9",0.0130359856,0.0088488727,0.0180290020,0.1988490249
put,100.000000,0.100000,2.000000,0.400000,1.600000,log B-spline,"d1, knots=12",0.0016045792,0.0015814747,0.0014383696,0.0078641613
put,100.000000,0.100000,2.000000,0.400000,1.600000,log Chebyshev,"d1, degree=7",0.0010847683,0.0010813669,0.0016751404,0.0109253966
put,100.000000,0.100000,2.000000,0.400000,1.600000,log polynomial,"spot, degree=9",0.0011552087,0.0011513975,0.0025501259,0.0119307736
put,100.000000,0.100000,2.000000,0.800000,1.200000,log B-spline,"d1, knots=12",0.0025687427,0.0025383657,0.0007702972,0.0031398362
put,100.000000,0.100000,2.000000,0.800000,1.200000,log Chebyshev,"d1, degree=7",0.0029129258,0.0027258879,0.0012095954,0.0094658265
put,100.000000,0.100000,2.000000,0.800000,1.200000,log polynomial,"spot, degree=9",0.0023178135,0.0022975323,0.0055205250,0.0467057846
put,100.000000,0.100000,2.000000,1.200000,0.800000,log B-spline,"d1, knots=12",0.0019198858,0.0019070972,0.0013160066,0.0052673449
put,100.000000,0.100000,2.000000,1.200000,0.800000,log Chebyshev,"d1, degree=7",0.0014910980,0.0014870422,0.0015627968,0.0152025584
put,100.000000,0.100000,2.000000,1.200000,0.800000,log polynomial,"spot, degree=9",0.0026991401,0.0020985128,0.0073390497,0.0741257037
put,100.000000,0.100000,2.000000,1.600000,0.400000,log B-spline,"d1, knots=12",0.0026734796,0.0026330879,0.0007090659,0.0046489780
put,100.000000,0.100000,2.000000,1.600000,0.400000,log Chebyshev,"d1, degree=7",0.0009059146,0.0007597022,0.0020942004,0.0187519776
put,100.000000,0.100000,2.000000,1.600000,0.400000,log polynomial,"spot, degree=9",0.0083429796,0.0055485785,0.0162990487,0.1726954848
put,100.000000,0.200000,0.500000,0.100000,0.400000,log B-spline,"d1, knots=12",0.0051396160,0.0050868610,0.0019241485,0.0066655107
put,100.000000,0.200000,0.500000,0.100000,0.400000,log Chebyshev,"d1, degree=7",0.0015676643,0.0015615815,0.0022245779,0.0179615639
put,100.000000,0.200000,0.500000,0.100000,0.400000,log polynomial,"spot, degree=9",0.0021413528,0.0021311321,0.0045186008,0.0316081948
put,100.000000,0.200000,0.500000,0.200000,0.300000,log B-spline,"d1, knots=12",0.0049323718,0.0049057067,0.0026305172,0.0108157644
put,100.000000,0.200000,0.500000,0.200000,0.300000,log Chebyshev,"d1, degree=7",0.0035001671,0.0034912075,0.0060914971,0.0506019175
put,100.000000,0.200000,0.500000,0.200000,0.300000,log polynomial,"spot, degree=9",0.0027721829,0.0027697709,0.0032998423,0.0217483773
put,100.000000,0.200000,0.500000,0.300000,0.200000,log B-spline,"d1, knots=12",0.0042459151,0.0040705798,0.0016559887,0.0109153650
put,100.000000,0.200000,0.500000,0.300000,0.200000,log Chebyshev,"d1, degree=7",0.0022220237,0.0021060018,0.0011969181,0.0070550142
put,100.000000,0.200000,0.500000,0.300000,0.200000,log polynomial,"spot, degree=9",0.0024611286,0.0016398038,0.0069358286,0.0696476622
put,100.000000,0.200000,0.500000,0.400000,0.100000,log B-spline,"d1, knots=12",0.0082374860,0.0081322990,0.0008550923,0.0036019380
put,100.000000,0.200000,0.500000,0.400000,0.100000,log Chebyshev,"d1, degree=7",0.0031681359,0.0024548286,0.0066626861,0.0665699189
put,100.000000,0.200000,0.500000,0.400000,0.100000,log polynomial,"spot, degree=9",0.0083096952,0.0054654931,0.0172735402,0.1746060609
put,100.000000,0.200000,1.000000,0.200000,0.800000,log B-spline,"d1, knots=12",0.0061685380,0.0061069425,0.0020775124,0.0080370040
put,100.000000,0.200000,1.000000,0.200000,0.800000,log Chebyshev,"d1, degree=7",0.0028969341,0.0028513363,0.0048369803,0.0379283175
put,100.000000,0.200000,1.000000,0.200000,0.800000,log polynomial,"spot, degree=9",0.0045233072,0.0045017187,0.0031199874,0.0223889039
put,100.000000,0.200000,1.000000,0.400000,0.600000,log B-spline,"d1, knots=12",0.0039503972,0.0039325840,0.0018186928,0.0115165979
put,100.000000,0.200000,1.000000,0.400000,0.600000,log Chebyshev,"d1, degree=7",0.0031936654,0.0031875448,0.0091002015,0.0900200729
put,100.000000,0.200000,1.000000,0.400000,0.600000,log polynomial,"spot, degree=9",0.0048618199,0.0048372004,0.0029230265,0.0194715392
put,100.000000,0.200000,1.000000,0.600000,0.400000,log B-spline,"d1, knots=12",0.0064262218,0.0063647111,0.0024271000,0.0134886907
put,100.000000,0.200000,1.000000,0.600000,0.400000,log Chebyshev,"d1, degree=7",0.0039716546,0.0039531387,0.0015004173,0.0045318407
put,100.000000,0.200000,1.000000,0.600000,0.400000,log polynomial,"spot, degree=9",0.0038154992,0.0037271959,0.0032632147,0.0157024086
put,100.000000,0.200000,1.000000,0.800000,0.200000,log B-spline,"d1, knots=12",0.0035919174,0.0035342730,0.0010410370,0.0044572784
put,100.000000,0.200000,1.000000,0.800000,0.200000,log Chebyshev,"d1, degree=7",0.0018714419,0.0018659743,0.0042193685,0.0482372639
put,100.000000,0.200000,1.000000,0.800000,0.200000,log polynomial,"spot, degree=9",0.0029237096,0.0022091449,0.0091422411,0.0827382770
put,100.000000,0.200000,2.000000,0.400000,1.600000,log B-spline,"d1, knots=12",0.0030537078,0.0030440657,0.0038281389,0.0177843685
put,100.000000,0.200000,2.000000,0.400000,1.600000,log Chebyshev,"d1, degree=7",0.0026292149,0.0025186958,0.0032103941,0.0219049553
put,100.000000,0.200000,2.000000,0.400000,1.600000,log polynomial,"spot, degree=9",0.0042733360,0.0042087073,0.0035046642,0.0179398132
put,100.000000,0.200000,2.000000,0.800000,1.200000,log B-spline,"d1, knots=12",0.0038410807,0.0037877684,0.0037698236,0.0151128502
put,100.000000,0.200000,2.000000,0.800000,1.200000,log Chebyshev,"d1, degree=7",0.0024476337,0.0024367930,0.0046708700,0.0490186703
put,100.000000,0.200000,2.000000,0.800000,1.200000,log polynomial,"spot, degree=9",0.0026868381,0.0026706789,0.0028723004,0.0106336889
put,100.000000,0.200000,2.000000,1.200000,0.800000,log B-spline,"d1, knots=12",0.0063858278,0.0060212887,0.0024663253,0.0098181506
put,100.000000,0.200000,2.000000,1.200000,0.800000,log Chebyshev,"d1, degree=7",0.0055766758,0.0052997600,0.0177441997,0.1508752661
put,100.000000,0.200000,2.000000,1.200000,0.800000,log polynomial,"spot, degree=9",0.0073232156,0.0068322170,0.0072870886,0.0745064450
put,100.000000,0.200000,2.000000,1.600000,0.400000,log B-spline,"d1, knots=12",0.0039653901,0.0039469077,0.0023327429,0.0097668326
put,100.000000,0.200000,2.000000,1.600000,0.400000,log Chebyshev,"d1, degree=7",0.0044740879,0.0041815826,0.0069497374,0.0767706581
put,100.000000,0.200000,2.000000,1.600000,0.400000,log polynomial,"spot, degree=9",0.0032835628,0.0032002114,0.0021002821,0.0060971064
put,100.000000,0.400000,0.500000,0.100000,0.400000,log B-spline,"d1, knots=12",0.0060325947,0.0059336660,0.0034683865,0.0135922474
put,100.000000,0.400000,0.500000,0.100000,0.400000,log Chebyshev,"d1, degree=7",0.0019912318,0.0019890385,0.0058124803,0.0415210499
put,100.000000,0.400000,0.500000,0.100000,0.400000,log polynomial,"spot, degree=9",0.0050234044,0.0049769577,0.0135794350,0.1085859532
put,100.000000,0.400000,0.500000,0.200000,0.300000,log B-spline,"d1, knots=12",0.0029209598,0.0028937633,0.0045172740,0.0269202407
put,100.000000,0.400000,0.500000,0.200000,0.300000,log Chebyshev,"d1, degree=7",0.0021509212,0.0020323303,0.0078668691,0.0512802011
put,100.000000,0.400000,0.500000,0.200000,0.300000,log polynomial,"spot, degree=9",0.0047581920,0.0045606590,0.0094600838,0.0679447559
put,100.000000,0.400000,0.500000,0.300000,0.200000,log B-spline,"d1, knots=12",0.0043626100,0.0043308186,0.0028355827,0.0117127115
put,100.000000,0.400000,0.500000,0.300000,0.200000,log Chebyshev,"d1, degree=7",0.0030074991,0.0030003326,0.0055513500,0.0417777453
put,100.000000,0.400000,0.500000,0.300000,0.200000,log polynomial,"spot, degree=9",0.0033048484,0.0032941774,0.0036406024,0.0274670770
put,100.000000,0.400000,0.500000,0.400000,0.100000,log B-spline,"d1, knots=12",0.0070057070,0.0068918465,0.0016509048,0.0077330354
put,100.000000,0.400000,0.500000,0.400000,0.100000,log Chebyshev,"d1, degree=7",0.0028342621,0.0028250469,0.0094643326,0.0819610476
put,100.000000,0.400000,0.500000,0.400000,0.100000,log polynomial,"spot, degree=9",0.0035177505,0.0035033228,0.0045102855,0.0153767288
put,100.000000,0.400000,1.000000,0.200000,0.800000,log B-spline,"d1, knots=12",0.0055951662,0.0050026105,0.0046275893,0.0193500723
put,100.000000,0.400000,1.000000,0.200000,0.800000,log Chebyshev,"d1, degree=7",0.0014676470,0.0010772917,0.0145215623,0.1060477959
put,100.000000,0.400000,1.000000,0.200000,0.800000,log polynomial,"spot, degree=9",0.0044853706,0.0041187207,0.0070701326,0.0441016380
put,100.000000,0.400000,1.000000,0.400000,0.600000,log B-spline,"d1, knots=12",0.0036708993,0.0036264961,0.0032062471,0.0107391860
put,100.000000,0.400000,1.000000,0.400000,0.600000,log Chebyshev,"d1, degree=7",0.0028273481,0.0026811462,0.0039697413,0.0114196345
put,100.000000,0.400000,1.000000,0.400000,0.600000,log polynomial,"spot, degree=9",0.0040795046,0.0040273813,0.0094472324,0.0620407857
put,100.000000,0.400000,1.000000,0.600000,0.400000,log B-spline,"d1, knots=12",0.0030595379,0.0028707101,0.0038491685,0.0242218238
put,100.000000,0.400000,1.000000,0.600000,0.400000,log Chebyshev,"d1, degree=7",0.0022972449,0.0022906985,0.0052247185,0.0346339251
put,100.000000,0.400000,1.000000,0.600000,0.400000,log polynomial,"spot, degree=9",0.0030391425,0.0028562371,0.0092812453,0.0904236812
put,100.000000,0.400000,1.000000,0.800000,0.200000,log B-spline,"d1, knots=12",0.0070926492,0.0069723426,0.0028271267,0.0138957349
put,100.000000,0.400000,1.000000,0.800000,0.200000,log Chebyshev,"d1, degree=7",0.0027691049,0.0027598783,0.0035778890,0.0200490997
put,100.000000,0.400000,1.000000,0.800000,0.200000,log polynomial,"spot, degree=9",0.0025639848,0.0025567642,0.0070460908,0.0498948756
put,100.000000,0.400000,2.000000,0.400000,1.600000,log B-spline,"d1, knots=12",0.0072191981,0.0066936184,0.0055984313,0.0192142019
put,100.000000,0.400000,2.000000,0.400000,1.600000,log Chebyshev,"d1, degree=7",0.0058265578,0.0055838946,0.0194885215,0.1238115581
put,100.000000,0.400000,2.000000,0.400000,1.600000,log polynomial,"spot, degree=9",0.0115651015,0.0096985397,0.0215902762,0.1503228548
put,100.000000,0.400000,2.000000,0.800000,1.200000,log B-spline,"d1, knots=12",0.0022808434,0.0022623519,0.0052956039,0.0285026676
put,100.000000,0.400000,2.000000,0.800000,1.200000,log Chebyshev,"d1, degree=7",0.0018899338,0.0018781095,0.0085367834,0.0522215181
put,100.000000,0.400000,2.000000,0.800000,1.200000,log polynomial,"spot, degree=9",0.0068802503,0.0057214406,0.0304084543,0.1971947607
put,100.000000,0.400000,2.000000,1.200000,0.800000,log B-spline,"d1, knots=12",0.0031279098,0.0030710349,0.0059950510,0.0195065302
put,100.000000,0.400000,2.000000,1.200000,0.800000,log Chebyshev,"d1, degree=7",0.0017069976,0.0017023281,0.0049005660,0.0213142484
put,100.000000,0.400000,2.000000,1.200000,0.800000,log polynomial,"spot, degree=9",0.0029467589,0.0029237271,0.0094588409,0.0746132555
put,100.000000,0.400000,2.000000,1.600000,0.400000,log B-spline,"d1, knots=12",0.0043948559,0.0043457847,0.0040456126,0.0213804897
put,100.000000,0.400000,2.000000,1.600000,0.400000,log Chebyshev,"d1, degree=7",0.0024556617,0.0023664251,0.0070973960,0.0651826017
put,100.000000,0.400000,2.000000,1.600000,0.400000,log polynomial,"spot, degree=9",0.0025765726,0.0025641707,0.0042364472,0.0217535618
put,120.000000,0.100000,0.500000,0.100000,0.400000,log B-spline,"d1, knots=12",0.0032684311,0.0032046537,0.0005765084,0.0035181411
put,120.000000,0.100000,0.500000,0.100000,0.400000,log Chebyshev,"d1, degree=7",0.0020971164,0.0020905918,0.0023208028,0.0198730877
put,120.000000,0.100000,0.500000,0.100000,0.400000,log polynomial,"spot, degree=9",0.0046458793,0.0031252011,0.0110187294,0.1154008413
put,120.000000,0.100000,0.500000,0.200000,0.300000,log B-spline,"d1, knots=12",0.0028495419,0.0028241396,0.0003833716,0.0015021642
put,120.000000,0.100000,0.500000,0.200000,0.300000,log Chebyshev,"d1, degree=7",0.0014675281,0.0014636739,0.0016001995,0.0107116147
put,120.000000,0.100000,0.500000,0.200000,0.300000,log polynomial,"spot, degree=9",0.0068515032,0.0045336234,0.0137717597,0.1502565936
put,120.000000,0.100000,0.500000,0.300000,0.200000,log B-spline,"d1, knots=12",0.0046668238,0.0046064348,0.0004469502,0.0021156197
put,120.000000,0.100000,0.500000,0.300000,0.200000,log Chebyshev,"d1, degree=7",0.0018151527,0.0018089751,0.0014256291,0.0134198332
put,120.000000,0.100000,0.500000,0.300000,0.200000,log polynomial,"spot, degree=9",0.0089629357,0.0058951775,0.0157354177,0.1640631784
put,120.000000,0.100000,0.500000,0.400000,0.100000,log B-spline,"d1, knots=12",0.0027589061,0.0027299961,0.0002978832,0.0011616614
put,120.000000,0.100000,0.500000,0.400000,0.100000,log Chebyshev,"d1, degree=7",0.0019440505,0.0013017455,0.0024857834,0.0258580979
put,120.000000,0.100000,0.500000,0.400000,0.100000,log polynomial,"spot, degree=9",0.0094233712,0.0062468687,0.0144302664,0.1253416316
put,120.000000,0.100000,1.000000,0.200000,0.800000,log B-spline,"d1, knots=12",0.0042710668,0.0041101420,0.0012934232,0.0057403848
put,120.000000,0.100000,1.000000,0.200000,0.800000,log Chebyshev,"d1, degree=7",0.0048357245,0.0046204945,0.0037665184,0.0393472782
put,120.000000,0.100000,1.000000,0.200000,0.800000,log polynomial,"spot, degree=9",0.0043010962,0.0040647124,0.0052546949,0.0485776045
put,120.000000,0.100000,1.000000,0.400000,0.600000,log B-spline,"d1, knots=12",0.0059912346,0.0059776375,0.0016576289,0.0061759580
put,120.000000,0.100000,1.000000,0.400000,0.600000,log Chebyshev,"d1, degree=7",0.0062399632,0.0061056622,0.0050240299,0.0426458322
put,120.000000,0.100000,1.000000,0.400000,0.600000,log polynomial,"spot, degree=9",0.0067656074,0.0067192593,0.0100535521,0.0991707244
put,120.000000,0.100000,1.000000,0.600000,0.400000,log B-spline,"d1, knots=12",0.0040585340,0.0040186826,0.0018373072,0.0125945229
put,120.000000,0.100000,1.000000,0.600000,0.400000,log Chebyshev,"d1, degree=7",0.0039451380,0.0038178918,0.0012453604,0.0053697934
put,120.000000,0.100000,1.000000,0.600000,0.400000,log polynomial,"spot, degree=9",0.0046558567,0.0044643652,0.0103099818,0.1108921404
put,120.000000,0.100000,1.000000,0.800000,0.200000,log B-spline,"d1, knots=12",0.0043041517,0.0042606292,0.0009499942,0.0039007172
put,120.000000,0.100000,1.000000,0.800000,0.200000,log Chebyshev,"d1, degree=7",0.0035399567,0.0034813924,0.0015737871,0.0173911862
put,120.000000,0.100000,1.000000,0.800000,0.200000,log polynomial,"spot, degree=9",0.0082974657,0.0054607658,0.0142543704,0.1518820000
put,120.000000,0.100000,2.000000,0.400000,1.600000,log B-spline,"d1, knots=12",0.0048658306,0.0045473673,0.0017767682,0.0073688882
put,120.000000,0.100000,2.000000,0.400000,1.600000,log Chebyshev,"d1, degree=7",0.0031563517,0.0031500545,0.0094961716,0.0862815309
put,120.000000,0.100000,2.000000,0.400000,1.600000,log polynomial,"spot, degree=9",0.0045442789,0.0045276921,0.0024818214,0.0120853664
put,120.000000,0.100000,2.000000,0.800000,1.200000,log B-spline,"d1, knots=12",0.0016215790,0.0016118305,0.0010283794,0.0046799077
put,120.000000,0.100000,2.000000,0.800000,1.200000,log Chebyshev,"d1, degree=7",0.0008956519,0.0008943263,0.0031028843,0.0270232821
put,120.000000,0.100000,2.000000,0.800000,1.200000,log polynomial,"spot, degree=9",0.0008369007,0.0008345783,0.0026974161,0.0177002045
put,120.000000,0.100000,2.000000,1.200000,0.800000,log B-spline,"d1, knots=12",0.0028004080,0.0027765558,0.0013261445,0.0059450720
put,120.000000,0.100000,2.000000,1.200000,0.800000,log Chebyshev,"d1, degree=7",0.0026712879,0.0026641935,0.0041781851,0.0439303848
put,120.000000,0.100000,2.000000,1.200000,0.800000,log polynomial,"spot, degree=9",0.0020460210,0.0020431366,0.0044350898,0.0372118740
put,120.000000,0.100000,2.000000,1.600000,0.400000,log B-spline,"d1, knots=12",0.0027725726,0.0027289214,0.0006054786,0.0023711807
put,120.000000,0.100000,2.000000,1.600000,0.400000,log Chebyshev,"d1, degree=7",0.0018243640,0.0017348039,0.0020358252,0.0193838447
put,120.000000,0.100000,2.000000,1.600000,0.400000,log polynomial,"spot, degree=9",0.0048642607,0.0032009066,0.0112702729,0.1208253015
put,120.000000,0.200000,0.500000,0.100000,0.400000,log B-spline,"d1, knots=12",0.0054255099,0.0053749887,0.0014220169,0.0046811064
put,120.000000,0.200000,0.500000,0.100000,0.400000,log Chebyshev,"d1, degree=7",0.0022967866,0.0022929103,0.0068765332,0.0569690123
put,120.000000,0.200000,0.500000,0.100000,0.400000,log polynomial,"spot, degree=9",0.0028069446,0.0028014260,0.0029029963,0.0086239533
put,120.000000,0.200000,0.500000,0.200000,0.300000,log B-spline,"d1, knots=12",0.0029328467,0.0028990062,0.0025626014,0.0156091421
put,120.000000,0.200000,0.500000,0.200000,0.300000,log Chebyshev,"d1, degree=7",0.0017664785,0.0012258267,0.0077161516,0.0707074972
put,120.000000,0.200000,0.500000,0.200000,0.300000,log polynomial,"spot, degree=9",0.0023925473,0.0023699929,0.0028828248,0.0176828996
put,120.000000,0.200000,0.500000,0.300000,0.200000,log B-spline,"d1, knots=12",0.0028672563,0.0028277124,0.0012918243,0.0052550816
put,120.000000,0.200000,0.500000,0.300000,0.200000,log Chebyshev,"d1, degree=7",0.0019720253,0.0018694103,0.0038737321,0.0393797884
put,120.000000,0.200000,0.500000,0.300000,0.200000,log polynomial,"spot, degree=9",0.0012474554,0.0011812641,0.0039795357,0.0341448904
put,120.000000,0.200000,0.500000,0.400000,0.100000,log B-spline,"d1, knots=12",0.0046060271,0.0045284883,0.0009339878,0.0036433579
put,120.000000,0.200000,0.500000,0.400000,0.100000,log Chebyshev,"d1, degree=7",0.0017885648,0.0016858577,0.0024720787,0.0207309333
